Unnamed: 0,ZipCode,CountyFIPS,CensusTract,CensusBlock,Assigned-or-Unassigned-USDA-Classification,State-County-TractFIPSCode,State-County FIPS Code,Select State,Select County,Total-FIPS-Code,Primary RUCA Code 2010,UrbanThreshold,RuralThreshold,Urban-or-Rural-USDA-Classification,Urban-or-Rural-CENSUS-Classification,Match/Mismatch
3411,54914,55087.0,11000,3035.0,Assigned,55087011000,55087.0,WI,Outagamie County,55087011000.0,1.0,,,Urban,,Mismatch
3412,53140,55059.0,500,1004.0,Assigned,55059000500,55059.0,WI,Kenosha County,55059000500.0,1.0,,,Urban,,Mismatch
3413,54956,55139.0,2400,3013.0,Assigned,55139002400,55139.0,WI,Winnebago County,55139002400.0,1.0,,,Urban,,Mismatch
3416,54942,55087.0,12601,4030.0,Assigned,55087012601,55087.0,WI,Outagamie County,55087012601.0,1.0,,,Urban,,Mismatch
3432,53209,55079.0,50102,1002.0,Assigned,55079050102,55079.0,WI,Milwaukee County,55079050102.0,1.0,,,Urban,,Mismatch
3491,54901,55139.0,500,2006.0,Assigned,55139000500,55139.0,WI,Winnebago County,55139000500.0,1.0,,,Urban,,Mismatch
3495,53188,55133.0,202202,4006.0,Assigned,55133202202,55133.0,WI,Waukesha County,55133202202.0,1.0,,,Urban,,Mismatch
3499,53151,55133.0,201503,3004.0,Assigned,55133201503,55133.0,WI,Waukesha County,55133201503.0,1.0,,,Urban,,Mismatch
3516,53024,55089.0,640100,5026.0,Assigned,55089640100,55089.0,WI,Ozaukee County,55089640100.0,1.0,,,Urban,,Mismatch
3518,53029,55133.0,203500,2007.0,Assigned,55133203500,55133.0,WI,Waukesha County,55133203500.0,1.0,,,Urban,,Mismatch
3519,53718,55025.0,11402,2017.0,Assigned,55025011402,55025.0,WI,Dane County,55025011402.0,1.0,,,Urban,,Mismatch
3521,53012,55089.0,650101,4024.0,Assigned,55089650101,55089.0,WI,Ozaukee County,55089650101.0,1.0,,,Urban,,Mismatch
3529,53151,55133.0,201503,1001.0,Assigned,55133201503,55133.0,WI,Waukesha County,55133201503.0,1.0,,,Urban,,Mismatch
3545,53562,55025.0,10901,1116.0,Assigned,55025010901,55025.0,WI,Dane County,55025010901.0,1.0,,,Urban,,Mismatch
3547,53704,55025.0,1900,5010.0,Assigned,55025001900,55025.0,WI,Dane County,55025001900.0,1.0,,,Urban,,Mismatch
3548,53151,55133.0,201503,4011.0,Assigned,55133201503,55133.0,WI,Waukesha County,55133201503.0,1.0,,,Urban,,Mismatch
3549,53188,55133.0,203102,4019.0,Assigned,55133203102,55133.0,WI,Waukesha County,55133203102.0,1.0,,,Urban,,Mismatch
3550,53012,55089.0,650101,4024.0,Assigned,55089650101,55089.0,WI,Ozaukee County,55089650101.0,1.0,,,Urban,,Mismatch
3559,53527,55025.0,12001,3015.0,Assigned,55025012001,55025.0,WI,Dane County,55025012001.0,1.0,,,Urban,,Mismatch
3564,53154,55079.0,160300,3011.0,Assigned,55079160300,55079.0,WI,Milwaukee County,55079160300.0,1.0,,,Urban,,Mismatch
3567,53705,55025.0,300,2011.0,Assigned,55025000300,55025.0,WI,Dane County,55025000300.0,1.0,,,Urban,,Mismatch
3573,53154,55079.0,160300,1041.0,Assigned,55079160300,55079.0,WI,Milwaukee County,55079160300.0,1.0,,,Urban,,Mismatch
3575,53154,55079.0,160300,1033.0,Assigned,55079160300,55079.0,WI,Milwaukee County,55079160300.0,1.0,,,Urban,,Mismatch
3576,53154,55079.0,160300,3011.0,Assigned,55079160300,55079.0,WI,Milwaukee County,55079160300.0,1.0,,,Urban,,Mismatch
3580,53154,55079.0,160300,1027.0,Assigned,55079160300,55079.0,WI,Milwaukee County,55079160300.0,1.0,,,Urban,,Mismatch
3586,53154,55079.0,160300,1033.0,Assigned,55079160300,55079.0,WI,Milwaukee County,55079160300.0,1.0,,,Urban,,Mismatch
3607,53154,55079.0,160300,1041.0,Assigned,55079160300,55079.0,WI,Milwaukee County,55079160300.0,1.0,,,Urban,,Mismatch
3632,53718,55025.0,11402,1044.0,Assigned,55025011402,55025.0,WI,Dane County,55025011402.0,1.0,,,Urban,,Mismatch
3638,53151,55133.0,201503,4005.0,Assigned,55133201503,55133.0,WI,Waukesha County,55133201503.0,1.0,,,Urban,,Mismatch
3641,53122,55133.0,201000,4011.0,Assigned,55133201000,55133.0,WI,Waukesha County,55133201000.0,1.0,,,Urban,,Mismatch
3649,54956,55139.0,3702,1028.0,Assigned,55139003702,55139.0,WI,Winnebago County,55139003702.0,1.0,,,Urban,,Mismatch
3657,53066,55133.0,204200,4015.0,Assigned,55133204200,55133.0,WI,Waukesha County,55133204200.0,1.0,,,Urban,,Mismatch
3660,53188,55133.0,203102,6020.0,Assigned,55133203102,55133.0,WI,Waukesha County,55133203102.0,1.0,,,Urban,,Mismatch
3669,53151,55133.0,201503,5000.0,Assigned,55133201503,55133.0,WI,Waukesha County,55133201503.0,1.0,,,Urban,,Mismatch
3682,54956,55139.0,3702,1028.0,Assigned,55139003702,55139.0,WI,Winnebago County,55139003702.0,1.0,,,Urban,,Mismatch
3698,53005,55133.0,201000,5005.0,Assigned,55133201000,55133.0,WI,Waukesha County,55133201000.0,1.0,,,Urban,,Mismatch
3703,53151,55133.0,201503,4007.0,Assigned,55133201503,55133.0,WI,Waukesha County,55133201503.0,1.0,,,Urban,,Mismatch
3711,53154,55079.0,160300,4015.0,Assigned,55079160300,55079.0,WI,Milwaukee County,55079160300.0,1.0,,,Urban,,Mismatch
3717,53546,55105.0,1304,1022.0,Assigned,55105001304,55105.0,WI,Rock County,55105001304.0,1.0,,,Urban,,Mismatch
3732,54956,55139.0,3702,5012.0,Assigned,55139003702,55139.0,WI,Winnebago County,55139003702.0,1.0,,,Urban,,Mismatch
3735,54956,55139.0,3702,5012.0,Assigned,55139003702,55139.0,WI,Winnebago County,55139003702.0,1.0,,,Urban,,Mismatch
3736,53122,55133.0,201000,3015.0,Assigned,55133201000,55133.0,WI,Waukesha County,55133201000.0,1.0,,,Urban,,Mismatch
3737,53122,55133.0,201000,3015.0,Assigned,55133201000,55133.0,WI,Waukesha County,55133201000.0,1.0,,,Urban,,Mismatch
3738,53122,55133.0,201000,3015.0,Assigned,55133201000,55133.0,WI,Waukesha County,55133201000.0,1.0,,,Urban,,Mismatch
3739,53122,55133.0,201000,3015.0,Assigned,55133201000,55133.0,WI,Waukesha County,55133201000.0,1.0,,,Urban,,Mismatch
3740,53122,55133.0,201000,3015.0,Assigned,55133201000,55133.0,WI,Waukesha County,55133201000.0,1.0,,,Urban,,Mismatch
3742,53094,55055.0,100300,1030.0,Assigned,55055100300,55055.0,WI,Jefferson County,55055100300.0,4.0,,,Urban,,Mismatch
3743,53122,55133.0,201000,3015.0,Assigned,55133201000,55133.0,WI,Waukesha County,55133201000.0,1.0,,,Urban,,Mismatch
3746,53122,55133.0,201000,3015.0,Assigned,55133201000,55133.0,WI,Waukesha County,55133201000.0,1.0,,,Urban,,Mismatch
3750,53122,55133.0,201000,3015.0,Assigned,55133201000,55133.0,WI,Waukesha County,55133201000.0,1.0,,,Urban,,Mismatch
3751,53094,55055.0,100300,1025.0,Assigned,55055100300,55055.0,WI,Jefferson County,55055100300.0,4.0,,,Urban,,Mismatch
3752,53122,55133.0,201000,3015.0,Assigned,55133201000,55133.0,WI,Waukesha County,55133201000.0,1.0,,,Urban,,Mismatch
3755,53144,55059.0,602,1002.0,Assigned,55059000602,55059.0,WI,Kenosha County,55059000602.0,1.0,,,Urban,,Mismatch
3757,53404,55101.0,1502,2001.0,Assigned,55101001502,55101.0,WI,Racine County,55101001502.0,1.0,,,Urban,,Mismatch
3758,53094,55055.0,100300,1025.0,Assigned,55055100300,55055.0,WI,Jefferson County,55055100300.0,4.0,,,Urban,,Mismatch
3760,53191,55127.0,1602,1133.0,Assigned,55127001602,55127.0,WI,Walworth County,55127001602.0,4.0,,,Urban,,Mismatch
3762,53122,55133.0,201000,3015.0,Assigned,55133201000,55133.0,WI,Waukesha County,55133201000.0,1.0,,,Urban,,Mismatch
3763,54956,55139.0,3702,5012.0,Assigned,55139003702,55139.0,WI,Winnebago County,55139003702.0,1.0,,,Urban,,Mismatch
3765,54964,55139.0,2000,4102.0,Assigned,55139002000,55139.0,WI,Winnebago County,55139002000.0,2.0,,,Urban,,Mismatch
3782,53072,55133.0,203101,1010.0,Assigned,55133203101,55133.0,WI,Waukesha County,55133203101.0,1.0,,,Urban,,Mismatch
3822,53029,55133.0,203500,4007.0,Assigned,55133203500,55133.0,WI,Waukesha County,55133203500.0,1.0,,,Urban,,Mismatch
3823,53590,55025.0,11402,3157.0,Assigned,55025011402,55025.0,WI,Dane County,55025011402.0,1.0,,,Urban,,Mismatch
3824,54901,55139.0,500,5012.0,Assigned,55139000500,55139.0,WI,Winnebago County,55139000500.0,1.0,,,Urban,,Mismatch
3832,54964,55139.0,2000,4124.0,Assigned,55139002000,55139.0,WI,Winnebago County,55139002000.0,2.0,,,Urban,,Mismatch
3834,53188,55133.0,203102,5000.0,Assigned,55133203102,55133.0,WI,Waukesha County,55133203102.0,1.0,,,Urban,,Mismatch
3837,53223,55079.0,50102,5010.0,Assigned,55079050102,55079.0,WI,Milwaukee County,55079050102.0,1.0,,,Urban,,Mismatch
3841,53223,55079.0,50102,5010.0,Assigned,55079050102,55079.0,WI,Milwaukee County,55079050102.0,1.0,,,Urban,,Mismatch
3842,53223,55079.0,50102,5010.0,Assigned,55079050102,55079.0,WI,Milwaukee County,55079050102.0,1.0,,,Urban,,Mismatch
3858,53045,55133.0,201202,3040.0,Assigned,55133201202,55133.0,WI,Waukesha County,55133201202.0,1.0,,,Urban,,Mismatch
3863,53122,55133.0,201000,4011.0,Assigned,55133201000,55133.0,WI,Waukesha County,55133201000.0,1.0,,,Urban,,Mismatch
3864,53122,55133.0,201000,4011.0,Assigned,55133201000,55133.0,WI,Waukesha County,55133201000.0,1.0,,,Urban,,Mismatch
3868,53122,55133.0,201000,3042.0,Assigned,55133201000,55133.0,WI,Waukesha County,55133201000.0,1.0,,,Urban,,Mismatch
3871,53154,55079.0,160300,1041.0,Assigned,55079160300,55079.0,WI,Milwaukee County,55079160300.0,1.0,,,Urban,,Mismatch
3874,53713,55025.0,1403,2003.0,Assigned,55025001403,55025.0,WI,Dane County,55025001403.0,1.0,,,Urban,,Mismatch
3883,53154,55079.0,160100,3014.0,Assigned,55079160100,55079.0,WI,Milwaukee County,55079160100.0,1.0,,,Urban,,Mismatch
3920,53209,55079.0,50102,4022.0,Assigned,55079050102,55079.0,WI,Milwaukee County,55079050102.0,1.0,,,Urban,,Mismatch
3927,54904,55139.0,2000,3049.0,Assigned,55139002000,55139.0,WI,Winnebago County,55139002000.0,2.0,,,Urban,,Mismatch
3937,53188,55133.0,203102,6052.0,Assigned,55133203102,55133.0,WI,Waukesha County,55133203102.0,1.0,,,Urban,,Mismatch
3945,54904,55139.0,2000,3049.0,Assigned,55139002000,55139.0,WI,Winnebago County,55139002000.0,2.0,,,Urban,,Mismatch
3966,53402,55101.0,1502,6008.0,Assigned,55101001502,55101.0,WI,Racine County,55101001502.0,1.0,,,Urban,,Mismatch
4014,53094,55055.0,100300,3009.0,Assigned,55055100300,55055.0,WI,Jefferson County,55055100300.0,4.0,,,Urban,,Mismatch
4017,53029,55133.0,203500,2055.0,Assigned,55133203500,55133.0,WI,Waukesha County,55133203500.0,1.0,,,Urban,,Mismatch
4019,53029,55133.0,203500,2055.0,Assigned,55133203500,55133.0,WI,Waukesha County,55133203500.0,1.0,,,Urban,,Mismatch
4032,53029,55133.0,203500,2055.0,Assigned,55133203500,55133.0,WI,Waukesha County,55133203500.0,1.0,,,Urban,,Mismatch
4072,53154,55079.0,160100,4018.0,Assigned,55079160100,55079.0,WI,Milwaukee County,55079160100.0,1.0,,,Urban,,Mismatch
4079,53705,55025.0,300,3007.0,Assigned,55025000300,55025.0,WI,Dane County,55025000300.0,1.0,,,Urban,,Mismatch
4092,54956,55139.0,2400,3063.0,Assigned,55139002400,55139.0,WI,Winnebago County,55139002400.0,1.0,,,Urban,,Mismatch
4094,53066,55133.0,204200,5017.0,Assigned,55133204200,55133.0,WI,Waukesha County,55133204200.0,1.0,,,Urban,,Mismatch
4095,53066,55133.0,204200,2004.0,Assigned,55133204200,55133.0,WI,Waukesha County,55133204200.0,1.0,,,Urban,,Mismatch
4108,53122,55133.0,201000,3000.0,Assigned,55133201000,55133.0,WI,Waukesha County,55133201000.0,1.0,,,Urban,,Mismatch
4109,53209,55079.0,50102,3006.0,Assigned,55079050102,55079.0,WI,Milwaukee County,55079050102.0,1.0,,,Urban,,Mismatch
4118,53188,55133.0,202202,5000.0,Assigned,55133202202,55133.0,WI,Waukesha County,55133202202.0,1.0,,,Urban,,Mismatch
4129,53154,55079.0,160300,4020.0,Assigned,55079160300,55079.0,WI,Milwaukee County,55079160300.0,1.0,,,Urban,,Mismatch
4133,53154,55079.0,160300,4022.0,Assigned,55079160300,55079.0,WI,Milwaukee County,55079160300.0,1.0,,,Urban,,Mismatch
4146,53154,55079.0,160300,3010.0,Assigned,55079160300,55079.0,WI,Milwaukee County,55079160300.0,1.0,,,Urban,,Mismatch
4152,53154,55079.0,160300,1028.0,Assigned,55079160300,55079.0,WI,Milwaukee County,55079160300.0,1.0,,,Urban,,Mismatch
4155,53154,55079.0,160204,3003.0,Assigned,55079160204,55079.0,WI,Milwaukee County,55079160204.0,1.0,,,Urban,,Mismatch
4189,53705,55025.0,300,4003.0,Assigned,55025000300,55025.0,WI,Dane County,55025000300.0,1.0,,,Urban,,Mismatch
4199,53154,55079.0,160300,2023.0,Assigned,55079160300,55079.0,WI,Milwaukee County,55079160300.0,1.0,,,Urban,,Mismatch
4204,53590,55025.0,11503,2041.0,Assigned,55025011503,55025.0,WI,Dane County,55025011503.0,1.0,,,Urban,,Mismatch
4208,53562,55025.0,10904,3026.0,Assigned,55025010904,55025.0,WI,Dane County,55025010904.0,1.0,,,Urban,,Mismatch
4224,53149,55127.0,101,1002.0,Assigned,55127000101,55127.0,WI,Walworth County,55127000101.0,2.0,,,Urban,,Mismatch
4233,53066,55133.0,204502,5018.0,Assigned,55133204502,55133.0,WI,Waukesha County,55133204502.0,1.0,,,Urban,,Mismatch
4238,53188,55133.0,203102,5014.0,Assigned,55133203102,55133.0,WI,Waukesha County,55133203102.0,1.0,,,Urban,,Mismatch
4240,53122,55133.0,201000,3030.0,Assigned,55133201000,55133.0,WI,Waukesha County,55133201000.0,1.0,,,Urban,,Mismatch
4250,53154,55079.0,160100,1009.0,Assigned,55079160100,55079.0,WI,Milwaukee County,55079160100.0,1.0,,,Urban,,Mismatch
4252,53066,55133.0,204200,3003.0,Assigned,55133204200,55133.0,WI,Waukesha County,55133204200.0,1.0,,,Urban,,Mismatch
4258,53154,55079.0,160100,2000.0,Assigned,55079160100,55079.0,WI,Milwaukee County,55079160100.0,1.0,,,Urban,,Mismatch
4263,53223,55079.0,50102,5015.0,Assigned,55079050102,55079.0,WI,Milwaukee County,55079050102.0,1.0,,,Urban,,Mismatch
4279,53012,55089.0,650101,1060.0,Assigned,55089650101,55089.0,WI,Ozaukee County,55089650101.0,1.0,,,Urban,,Mismatch
4294,53183,55133.0,203804,2020.0,Assigned,55133203804,55133.0,WI,Waukesha County,55133203804.0,1.0,,,Urban,,Mismatch
4309,53066,55133.0,204200,5024.0,Assigned,55133204200,55133.0,WI,Waukesha County,55133204200.0,1.0,,,Urban,,Mismatch
4316,53066,55133.0,204502,2005.0,Assigned,55133204502,55133.0,WI,Waukesha County,55133204502.0,1.0,,,Urban,,Mismatch
4317,53066,55133.0,204200,5024.0,Assigned,55133204200,55133.0,WI,Waukesha County,55133204200.0,1.0,,,Urban,,Mismatch
4320,53183,55133.0,203804,2020.0,Assigned,55133203804,55133.0,WI,Waukesha County,55133203804.0,1.0,,,Urban,,Mismatch
4328,53183,55133.0,203804,2020.0,Assigned,55133203804,55133.0,WI,Waukesha County,55133203804.0,1.0,,,Urban,,Mismatch
4343,53154,55079.0,160300,4007.0,Assigned,55079160300,55079.0,WI,Milwaukee County,55079160300.0,1.0,,,Urban,,Mismatch
4351,53066,55133.0,204200,5007.0,Assigned,55133204200,55133.0,WI,Waukesha County,55133204200.0,1.0,,,Urban,,Mismatch
4355,53151,55133.0,201503,4006.0,Assigned,55133201503,55133.0,WI,Waukesha County,55133201503.0,1.0,,,Urban,,Mismatch
4361,53122,55133.0,201000,2015.0,Assigned,55133201000,55133.0,WI,Waukesha County,55133201000.0,1.0,,,Urban,,Mismatch
4363,53151,55133.0,201503,4006.0,Assigned,55133201503,55133.0,WI,Waukesha County,55133201503.0,1.0,,,Urban,,Mismatch
4364,53154,55079.0,160300,4023.0,Assigned,55079160300,55079.0,WI,Milwaukee County,55079160300.0,1.0,,,Urban,,Mismatch
4378,53189,55133.0,203804,5057.0,Assigned,55133203804,55133.0,WI,Waukesha County,55133203804.0,1.0,,,Urban,,Mismatch
4379,53072,55133.0,203306,4031.0,Assigned,55133203306,55133.0,WI,Waukesha County,55133203306.0,1.0,,,Urban,,Mismatch
4416,53154,55079.0,160300,1025.0,Assigned,55079160300,55079.0,WI,Milwaukee County,55079160300.0,1.0,,,Urban,,Mismatch
4467,53144,55059.0,602,2059.0,Assigned,55059000602,55059.0,WI,Kenosha County,55059000602.0,1.0,,,Urban,,Mismatch
4468,53029,55133.0,203500,4032.0,Assigned,55133203500,55133.0,WI,Waukesha County,55133203500.0,1.0,,,Urban,,Mismatch
4472,54914,55087.0,11102,2027.0,Assigned,55087011102,55087.0,WI,Outagamie County,55087011102.0,1.0,,,Urban,,Mismatch
4479,54720,55035.0,400,1046.0,Assigned,55035000400,55035.0,WI,Eau Claire County,55035000400.0,1.0,,,Urban,,Mismatch
4481,53144,55059.0,602,2059.0,Assigned,55059000602,55059.0,WI,Kenosha County,55059000602.0,1.0,,,Urban,,Mismatch
4485,54914,55087.0,11102,2027.0,Assigned,55087011102,55087.0,WI,Outagamie County,55087011102.0,1.0,,,Urban,,Mismatch
4487,53404,55101.0,1502,2001.0,Assigned,55101001502,55101.0,WI,Racine County,55101001502.0,1.0,,,Urban,,Mismatch
4488,53037,55131.0,450104,1003.0,Assigned,55131450104,55131.0,WI,Washington County,55131450104.0,1.0,,,Urban,,Mismatch
4493,53209,55079.0,50102,3018.0,Assigned,55079050102,55079.0,WI,Milwaukee County,55079050102.0,1.0,,,Urban,,Mismatch
4495,53532,55025.0,13200,3018.0,Assigned,55025013200,55025.0,WI,Dane County,55025013200.0,1.0,,,Urban,,Mismatch
4512,53151,55133.0,201503,3011.0,Assigned,55133201503,55133.0,WI,Waukesha County,55133201503.0,1.0,,,Urban,,Mismatch
4527,53142,55059.0,1400,3026.0,Assigned,55059001400,55059.0,WI,Kenosha County,55059001400.0,1.0,,,Urban,,Mismatch
4528,54140,55087.0,11900,2032.0,Assigned,55087011900,55087.0,WI,Outagamie County,55087011900.0,1.0,,,Urban,,Mismatch
4534,53029,55133.0,203500,2055.0,Assigned,55133203500,55133.0,WI,Waukesha County,55133203500.0,1.0,,,Urban,,Mismatch
4536,54140,55087.0,11900,4000.0,Assigned,55087011900,55087.0,WI,Outagamie County,55087011900.0,1.0,,,Urban,,Mismatch
4539,53403,55101.0,100,1011.0,Assigned,55101000100,55101.0,WI,Racine County,55101000100.0,1.0,,,Urban,,Mismatch
4549,54481,55097.0,961100,3078.0,Assigned,55097961100,55097.0,WI,Portage County,55097961100.0,4.0,,,Urban,,Mismatch
4555,54720,55035.0,400,4008.0,Assigned,55035000400,55035.0,WI,Eau Claire County,55035000400.0,1.0,,,Urban,,Mismatch
4556,54720,55035.0,400,1046.0,Assigned,55035000400,55035.0,WI,Eau Claire County,55035000400.0,1.0,,,Urban,,Mismatch
4576,53154,55079.0,160300,3021.0,Assigned,55079160300,55079.0,WI,Milwaukee County,55079160300.0,1.0,,,Urban,,Mismatch
4588,53154,55079.0,160300,1005.0,Assigned,55079160300,55079.0,WI,Milwaukee County,55079160300.0,1.0,,,Urban,,Mismatch
4593,53154,55079.0,160300,4022.0,Assigned,55079160300,55079.0,WI,Milwaukee County,55079160300.0,1.0,,,Urban,,Mismatch
4602,53154,55079.0,160300,4022.0,Assigned,55079160300,55079.0,WI,Milwaukee County,55079160300.0,1.0,,,Urban,,Mismatch
4607,53154,55079.0,160300,4022.0,Assigned,55079160300,55079.0,WI,Milwaukee County,55079160300.0,1.0,,,Urban,,Mismatch
4649,53713,55025.0,1403,2006.0,Assigned,55025001403,55025.0,WI,Dane County,55025001403.0,1.0,,,Urban,,Mismatch
4653,53154,55079.0,160300,1005.0,Assigned,55079160300,55079.0,WI,Milwaukee County,55079160300.0,1.0,,,Urban,,Mismatch
4674,53151,55133.0,201503,2001.0,Assigned,55133201503,55133.0,WI,Waukesha County,55133201503.0,1.0,,,Urban,,Mismatch
4675,53188,55133.0,203102,4009.0,Assigned,55133203102,55133.0,WI,Waukesha County,55133203102.0,1.0,,,Urban,,Mismatch
4681,53184,55127.0,1604,4030.0,Assigned,55127001604,55127.0,WI,Walworth County,55127001604.0,7.0,,,Urban,,Mismatch
4682,53188,55133.0,203804,2027.0,Assigned,55133203804,55133.0,WI,Waukesha County,55133203804.0,1.0,,,Urban,,Mismatch
4700,53066,55133.0,204200,4009.0,Assigned,55133204200,55133.0,WI,Waukesha County,55133204200.0,1.0,,,Urban,,Mismatch
4714,53154,55079.0,160300,3025.0,Assigned,55079160300,55079.0,WI,Milwaukee County,55079160300.0,1.0,,,Urban,,Mismatch
4720,53154,55079.0,160300,3025.0,Assigned,55079160300,55079.0,WI,Milwaukee County,55079160300.0,1.0,,,Urban,,Mismatch
4728,53154,55079.0,160204,1011.0,Assigned,55079160204,55079.0,WI,Milwaukee County,55079160204.0,1.0,,,Urban,,Mismatch
4749,53223,55079.0,50102,1006.0,Assigned,55079050102,55079.0,WI,Milwaukee County,55079050102.0,1.0,,,Urban,,Mismatch
4757,53188,55133.0,203102,6037.0,Assigned,55133203102,55133.0,WI,Waukesha County,55133203102.0,1.0,,,Urban,,Mismatch
4762,53154,55079.0,160100,4020.0,Assigned,55079160100,55079.0,WI,Milwaukee County,55079160100.0,1.0,,,Urban,,Mismatch
4772,53029,55133.0,203500,3025.0,Assigned,55133203500,55133.0,WI,Waukesha County,55133203500.0,1.0,,,Urban,,Mismatch
4775,53402,55101.0,1502,3013.0,Assigned,55101001502,55101.0,WI,Racine County,55101001502.0,1.0,,,Urban,,Mismatch
4780,53151,55133.0,201503,1020.0,Assigned,55133201503,55133.0,WI,Waukesha County,55133201503.0,1.0,,,Urban,,Mismatch
4803,53402,55101.0,1502,3013.0,Assigned,55101001502,55101.0,WI,Racine County,55101001502.0,1.0,,,Urban,,Mismatch
4807,53223,55079.0,50102,5006.0,Assigned,55079050102,55079.0,WI,Milwaukee County,55079050102.0,1.0,,,Urban,,Mismatch
4815,53562,55025.0,10901,1101.0,Assigned,55025010901,55025.0,WI,Dane County,55025010901.0,1.0,,,Urban,,Mismatch
4822,53532,55025.0,13200,3018.0,Assigned,55025013200,55025.0,WI,Dane County,55025013200.0,1.0,,,Urban,,Mismatch
4823,53719,55025.0,10800,5051.0,Assigned,55025010800,55025.0,WI,Dane County,55025010800.0,1.0,,,Urban,,Mismatch
4827,54720,55035.0,400,1046.0,Assigned,55035000400,55035.0,WI,Eau Claire County,55035000400.0,1.0,,,Urban,,Mismatch
4831,53913,55111.0,100,2077.0,Assigned,55111000100,55111.0,WI,Sauk County,55111000100.0,7.0,,,Urban,,Mismatch
4835,54720,55035.0,400,1046.0,Assigned,55035000400,55035.0,WI,Eau Claire County,55035000400.0,1.0,,,Urban,,Mismatch
4837,54720,55035.0,400,1046.0,Assigned,55035000400,55035.0,WI,Eau Claire County,55035000400.0,1.0,,,Urban,,Mismatch
4841,54914,55139.0,2400,2007.0,Assigned,55139002400,55139.0,WI,Winnebago County,55139002400.0,1.0,,,Urban,,Mismatch
4843,54165,55087.0,12901,2006.0,Assigned,55087012901,55087.0,WI,Outagamie County,55087012901.0,2.0,,,Urban,,Mismatch
4850,53147,55127.0,1602,3019.0,Assigned,55127001602,55127.0,WI,Walworth County,55127001602.0,4.0,,,Urban,,Mismatch
4856,53154,55079.0,160100,2007.0,Assigned,55079160100,55079.0,WI,Milwaukee County,55079160100.0,1.0,,,Urban,,Mismatch
4906,53223,55079.0,50102,1007.0,Assigned,55079050102,55079.0,WI,Milwaukee County,55079050102.0,1.0,,,Urban,,Mismatch
4922,53024,55089.0,640100,4005.0,Assigned,55089640100,55089.0,WI,Ozaukee County,55089640100.0,1.0,,,Urban,,Mismatch
4924,53188,55133.0,203102,6033.0,Assigned,55133203102,55133.0,WI,Waukesha County,55133203102.0,1.0,,,Urban,,Mismatch
4930,53151,55133.0,201503,1015.0,Assigned,55133201503,55133.0,WI,Waukesha County,55133201503.0,1.0,,,Urban,,Mismatch
4934,53189,55133.0,203804,5002.0,Assigned,55133203804,55133.0,WI,Waukesha County,55133203804.0,1.0,,,Urban,,Mismatch
4965,53066,55133.0,204200,4010.0,Assigned,55133204200,55133.0,WI,Waukesha County,55133204200.0,1.0,,,Urban,,Mismatch
5005,53066,55133.0,204200,5017.0,Assigned,55133204200,55133.0,WI,Waukesha County,55133204200.0,1.0,,,Urban,,Mismatch
5026,53122,55133.0,201000,5017.0,Assigned,55133201000,55133.0,WI,Waukesha County,55133201000.0,1.0,,,Urban,,Mismatch
5029,53188,55133.0,203102,6025.0,Assigned,55133203102,55133.0,WI,Waukesha County,55133203102.0,1.0,,,Urban,,Mismatch
5068,53154,55079.0,160300,1009.0,Assigned,55079160300,55079.0,WI,Milwaukee County,55079160300.0,1.0,,,Urban,,Mismatch
5118,53154,55079.0,160100,1011.0,Assigned,55079160100,55079.0,WI,Milwaukee County,55079160100.0,1.0,,,Urban,,Mismatch
5120,53024,55089.0,640200,2017.0,Assigned,55089640200,55089.0,WI,Ozaukee County,55089640200.0,1.0,,,Urban,,Mismatch
5146,54720,55035.0,400,1046.0,Assigned,55035000400,55035.0,WI,Eau Claire County,55035000400.0,1.0,,,Urban,,Mismatch
5149,54914,55139.0,2400,2007.0,Assigned,55139002400,55139.0,WI,Winnebago County,55139002400.0,1.0,,,Urban,,Mismatch
5157,54914,55139.0,2400,2007.0,Assigned,55139002400,55139.0,WI,Winnebago County,55139002400.0,1.0,,,Urban,,Mismatch
5161,54914,55139.0,2400,2007.0,Assigned,55139002400,55139.0,WI,Winnebago County,55139002400.0,1.0,,,Urban,,Mismatch
5168,54914,55139.0,2400,2007.0,Assigned,55139002400,55139.0,WI,Winnebago County,55139002400.0,1.0,,,Urban,,Mismatch
5174,54914,55139.0,2400,2007.0,Assigned,55139002400,55139.0,WI,Winnebago County,55139002400.0,1.0,,,Urban,,Mismatch
5186,53703,55025.0,1705,3000.0,Assigned,55025001705,55025.0,WI,Dane County,55025001705.0,1.0,,,Urban,,Mismatch
5198,53223,55079.0,50102,5022.0,Assigned,55079050102,55079.0,WI,Milwaukee County,55079050102.0,1.0,,,Urban,,Mismatch
5200,53066,55133.0,204502,5008.0,Assigned,55133204502,55133.0,WI,Waukesha County,55133204502.0,1.0,,,Urban,,Mismatch
5201,53066,55133.0,204502,5008.0,Assigned,55133204502,55133.0,WI,Waukesha County,55133204502.0,1.0,,,Urban,,Mismatch
5207,53151,55133.0,201503,5004.0,Assigned,55133201503,55133.0,WI,Waukesha County,55133201503.0,1.0,,,Urban,,Mismatch
5259,53154,55079.0,160100,2010.0,Assigned,55079160100,55079.0,WI,Milwaukee County,55079160100.0,1.0,,,Urban,,Mismatch
5266,53718,55025.0,11402,1046.0,Assigned,55025011402,55025.0,WI,Dane County,55025011402.0,1.0,,,Urban,,Mismatch
