ZipCode,CountyFIPS,CensusTract,CensusBlock
54020,55095,960800,3001
54020,55095,960800,1026
54006,55095,960200,3149
54024,55095,960700,2090
54020,55095,960800,1073
54301,55009,1400,3001
54729,55017,11000,5079
54742,55035,200,3070
54729,55017,10300,6008
54729-1142,55017,,4013
54729,55017,10400,1070
54755,55011,960100,1077
54304,55009,940004,3013
54217,55061,960400,1020
54313,55009,21600,1074
54313,55009,21304,1035
54141,55083,101300,3109
54303,55009,303,1017
54114,55075,960700,2028
53523,55025,11900,4018
54129,55015,20500,1084
54130,55015,20200,1018
54130,55087,12100,4029
54130,55087,12901,1017
53115,55127,701,3015
53511,55105,1700,2019
53511,55105,1600,4000
53147,55127,1602,4046
53546,55105,1302,3014
60033,17111,870200,3006
53545,55105,900,2018
53184,55127,1604,4035
53510,55065,970300,3087
53965,55021,970300,3021
53965,55021,970300,3054
53521,55025,12400,2095
53590,55025,11505,2010
53590,55025,11506,3005
53704,55025,2500,1077
53719,55025,504,3029
53960,55021,970200,4136
53718,55025,11401,1040
53704,55025,2500,1082
53590,55025,11700,1066
53704,55025,2603,2056
54665,55123,960600,2093
53581,55103,970400,3003
53818,55065,970300,3013
53406,55101,1602,1022
54722,55035,100,3009
53941,55111,900,3074
54868,55005,600,4001
54829,55005,200,3007
53804,55043,960400,4032
54467,55097,960701,1051
54481,55097,960200,4077
54487,55069,960500,2037
54548,55085,971300,2002
54481,55097,960300,3017
54531,55085,970900,2052
54554,55125,950200,1004
54427,55073,1700,2083
53403,55101,200,3004
53511,55105,1700,2036
53563,55105,3100,5027
53913,55111,300,4045
54232,55071,10400,3030
53511,55105,1800,3010
54232,55071,10400,3030
53511,55105,1201,3120
53546,55105,1400,3004
53115,55127,800,1046
53545,55105,800,2031
53549,55055,100900,3043
53538,55055,101500,3040
53549,55055,101100,3004
53038,55055,100700,1049
53228,55079,19500,2005
53218,55079,3000,2001
53018,55133,203702,3010
53210,55079,4800,3007
53207,55079,17900,4005
53110,55079,180500,3000
53805,55043,960100,1108
53581,55103,970400,1024
53556,55103,970500,1019
53518,55043,960200,2013
54664,55103,970100,3075
53581,55103,970300,2057
54720,55035,302,1065
54722,55035,100,3063
53949,55077,960400,2052
53949,55077,960300,2050
53964,55077,960500,2008
54968,55047,100300,3036
54968,55047,100300,3036
53402,55101,1400,1001
54843,55113,940000,2077
54703,,,
53959,55111,1001,2007
53959,55111,1002,1021
53081,55117,400,2058
54984,55137,960200,1024
54984,55137,960200,1005
54140,55087,11900,4009
53511,55105,2602,1079
53511,55105,2500,2002
53566,55045,960400,4031
53522,55045,960700,4105
53508,55025,12600,3147
55921,27055,20500,1059
53821,55023,960600,3042
53821,55023,960500,2061
54626,55023,960200,1027
53821,55023,960600,1088
53821,55023,960600,1088
60623,17031,840800,1000
53817,55043,960400,2053
53014,55015,20400,2042
54129,55015,20200,2000
54160,55015,20200,3033
53014,55015,20500,3014
54230,55071,10300,1041
53014,55015,20400,2021
54230,55071,10300,1093
54110,55071,10300,2044
54160,55015,20200,3027
53014,55015,20500,3014
54241,55071,5300,3004
54016,55109,120201,1030
54220,55071,100,4067
54220,55071,600,5019
54220,55071,500,3009
54230,55071,10300,2131
54220,55071,100,2028
54245,55071,10400,4049
60096,17097,860103,3058
53132,55079,150100,2004
53051,55133,200103,1000
53703,55025,1900,2015
54944,55087,12700,2045
53014,55015,20500,2025
54961,55087,12700,1079
54956,55139,3400,3016
54169,55015,20306,1007
54956,55139,3200,2016
54914,55087,11101,2003
54952,55139,2900,1010
54914,55087,11101,2003
53014,55015,20500,3017
54143,55075,961500,2028
53949,55077,960300,1046
53140,55059,1200,1008
53142,55059,1400,3003
53143,55059,2200,3010
54822,55005,1002,1003
53963,55027,960300,4013
53511,55105,2700,2047
53511,55105,2000,2014
53511,55105,2700,2047
53511,55105,2601,2000
54968,55047,100300,3030
54624,55123,960700,4140
54740,55093,960100,3001
54751,55033,970700,3044
54013,55109,120700,1094
54751,55033,970600,1083
54751,55033,970800,4016
54751,55033,970800,3002
54889,55005,300,2017
54751,55033,970700,2024
54725,55033,970200,2040
54740,55033,970600,1064
53037,55131,450103,2010
53090,55131,420106,1020
53037,55131,450103,1055
53037,55131,450103,2048
53033,55131,460102,3008
53095,55131,420103,2006
53095,55131,400104,2028
53097,55089,660201,1015
53017,55131,460102,4012
53095,55131,420401,1003
53228,55079,120201,1000
53022,55131,470100,3004
53013,55117,11300,4031
53017,55131,460101,3028
53223,55079,800,1004
53223,55079,102,2012
53235,55079,185200,2010
53051,55133,200400,2005
53581,55103,970300,1003
53581,55103,970300,1042
53581,55103,970300,1003
53534,55105,3001,4018
54114,55075,960800,1066
53128,55127,1702,4058
53548,55105,300,1026
53545,55105,700,1025
53115,55127,800,3063
53545,55105,200,1001
53545,55105,700,3000
60033,17111,870302,2047
53556,55103,970500,1003
53910,55001,950501,1141
54985,,,
54701,55035,1101,1032
54701,55035,1101,1032
54701,55035,1101,1032
54960,55077,960100,1197
53949,,,
53143,55059,2100,3000
53143,55059,2100,3000
53144,55059,602,3004
53144,55059,2800,1025
53143,55059,2100,3000
54625,55121,100700,3170
54738,55121,100200,2201
54956,55139,3701,1033
54107,55115,101000,1009
54724,55017,11200,1025
54757,55017,11100,4011
54724,55017,11200,1000
54724,55017,11200,2075
53534,55105,3002,1010
53558,55025,10502,4039
53534,55105,3001,4018
54017,55109,120502,1001
54007,55109,120600,1058
54025,55109,120400,1092
54020,55095,960800,3002
54017,55109,120600,1054
53820,55043,960500,3064
53507,55049,950500,1010
53809,55043,960300,3038
53533,55049,950400,2011
53572,55025,12800,3018
53544,55049,950500,3018
53533,55049,950400,4033
53558,55025,10502,4039
54733,55005,900,1061
54812,55005,400,4043
54728,55005,1002,4020
54762,55005,900,3066
54762,55005,900,2113
54805,55005,300,4049
54822,55005,800,3080
54812,55005,400,2028
54016,55109,120903,1006
54016,55109,120903,1007
54016,55109,120100,1006
54758,55121,100100,2143
33881,12105,12802,1070
54758,55121,100100,2132
54736,55091,950100,3053
54770,55121,100200,2127
54758,55121,100100,1058
54722,55035,100,2033
54738,55121,100200,2213
54017,55109,120501,2038
54001,55095,960500,1061
54824,55095,960700,4025
54025,55109,120400,1088
54025,55109,120400,2028
54026,55095,960900,1023
54001,55095,961000,2034
54025,55109,120400,1092
54889,55095,960500,2115
54004,55005,900,3048
54810,55095,960600,2072
54017,55109,120600,1049
54017,55109,120600,1049
54025,55109,120600,3028
54005,55109,120700,1002
54025,55109,120400,1072
54889,55095,960500,2123
54017,55109,120502,2074
54017,55109,120502,1027
54013,55109,120800,2026
54025,55109,120400,2035
54013,55109,120800,2026
54130,55087,12901,2001
54130,55087,12100,5018
54130,55087,12100,5015
54140,55087,11900,2022
53538,55055,101400,1001
53538,55055,101400,1001
54302,55009,2001,2001
53063,55071,10600,3041
53558,55025,10600,3010
53581,55103,970200,4027
54016,55109,120903,1007
54016,55109,120903,1079
54016,55109,120903,1006
54520,55041,950300,1111
54414,55073,1600,4002
54401,55073,1400,1001
54401,55073,100,4013
54401,55073,500,3020
55001,27163,71102,1038
55001,27163,71102,1038
53919,55039,41700,1039
54901,55139,1700,3005
53511,55105,2601,3045
54729,55017,10700,3042
54745,55107,960300,1258
54729,55017,10400,1029
54729,55017,11000,4068
53511,55105,1600,2001
54742,55035,200,2018
54703,55035,502,1004
54729,55017,10400,1131
54729,55017,10500,4049
54727,55017,11000,6077
54020,55095,960800,1026
54020,55095,960800,1026
54020,55095,960800,1026
54020,55095,960800,1026
54006,55095,960200,3158
54858,55095,960300,3014
54025,55109,120400,1070
54025,55109,120400,1079
54837,55095,960100,2186
54403,55073,700,1040
54626,55023,960300,2033
54403,55073,100,3015
53405,55101,1602,1001
53405,55101,1602,1001
53140,55059,900,3001
53143,55059,2200,3001
53144,55059,100,2043
53142,55059,1400,6021
53142,55059,1400,6021
53807,55043,961100,2027
53949,55077,960300,3029
53952,55077,960500,3059
54405,55019,950100,3034
54401,55073,1300,4057
53014,55015,20400,2043
54952,55139,2800,3017
54455,55073,1201,2044
54476,55073,1104,2021
54499,55115,100800,2166
54824,55095,960300,3045
54016,55109,120201,2026
54016,55109,120202,1000
53910,55001,950501,1141
53590,55025,11503,2004
53558,55025,10600,3010
53807,55065,970300,1139
53184,55127,1604,1076
53586,55065,970300,1028
53913,55111,100,3185
53913,55021,970600,1211
53536,55105,2900,4039
53913,55111,300,3020
53718,55025,11401,2010
53581,55103,970400,2035
53573,55043,960100,2076
53581,55103,970400,2035
53590,55025,11505,2010
53562,55025,10904,3027
53590,55025,11505,2010
53532,55025,13301,1022
53597,55025,11200,2015
53714,55025,2700,3032
53703,55025,1900,3023
53818,55043,960900,1006
54768,55035,100,1021
54452,55069,960600,2001
53949,55077,960300,2052
53142,55059,2400,3023
53143,55059,2200,2009
53143,55059,2200,2009
53143,55059,2200,2009
53142,55059,2400,2028
53140,55059,1000,2029
53142,55059,2400,2028
53158,,,
54652,55123,960500,2006
54651,55123,960200,1042
54667,55123,960300,4000
54667,55123,960300,3020
54631,55023,960200,2296
54667,55123,960200,2007
54829,55005,200,2091
54652,55123,960500,2037
54888,55129,950200,2239
54801,55129,950600,1009
53913,55111,401,1002
53546,55105,1302,2002
53546,55105,1100,3024
54859,55129,950100,2081
54143,55075,961400,1000
53549,55055,101000,1062
53590,55025,11504,1013
54703,55035,1400,5034
54843,55113,100300,3023
54876,55113,940000,3360
54875,55129,950100,1140
54843,55113,100500,1019
53941,55111,900,2020
53404,55101,1201,1006
53143,55059,2200,3026
53142,55059,2400,2003
53143,55059,1700,2006
53143,,,
53143,,,
53143,55059,1700,2006
54768,55017,10900,4064
54983,55135,100600,4074
54486,55115,100700,2086
54015,55109,120904,1015
54022,55109,120901,1030
54022,55093,960300,1023
54022,55093,960400,2049
54023,55109,121000,2007
54016,55109,120903,1006
54011,55093,960700,3013
53809,55043,960300,3017
53809,55043,960300,2052
53813,55043,960700,4009
53804,55043,960400,4033
53813,55043,960700,4041
53813,55043,960700,4041
53809,55043,960300,4010
53813,55043,960500,1036
53813,55043,960700,4010
53804,,,
53813,55043,960600,1193
53820,55043,960800,1045
53818,55043,960900,1018
53809,55043,960300,1117
53813,55043,960700,4010
53809,55043,960300,1117
54914,55087,11101,2003
53813,55043,960700,4041
53820,55043,960800,1122
53809,55043,960300,3034
53813,55043,960700,2008
54730,55033,970100,2107
54725,55033,970100,3064
54734,55033,970200,1000
54772,55033,970200,4082
54725,55033,970200,2040
54736,55091,950100,3046
54740,55093,960100,3007
54751,55033,970500,1036
54725,55033,970200,2024
54017,55109,120501,3057
54026,55109,120600,1010
54023,55109,121000,2069
54017,55109,120600,3039
54017,55109,120600,5081
54017,55109,120600,2008
54017,55109,120600,4085
54017,55109,120600,5062
53821,55023,960500,2040
54669,55063,10102,3030
53511,55105,2500,1002
53014,55015,20200,4053
53014,55015,20200,4007
53014,55015,20500,3017
54915,55087,11600,5010
53014,55015,20200,4007
53088,55015,20500,2036
53511,55105,2500,1002
53511,55105,2601,3045
54017,55109,120600,5063
54026,55109,120600,1010
53088,55015,20500,2036
53570,55045,960100,3009
53566,55045,960300,1098
53566,55045,960600,3026
53566,55045,960600,2016
53522,55045,960700,4105
53504,55065,970100,3074
53541,55065,970500,2027
53566,55045,960700,2036
54740,55093,960100,3041
53816,55043,960400,3072
53573,55043,960100,1055
53556,55103,970500,1018
53805,55043,960100,1108
53573,55043,960100,2076
53581,55103,970300,1003
53573,55043,960100,2076
53573,55043,960100,2076
53518,55103,970500,4072
53556,55103,970500,2064
53518,55103,970500,4102
53573,55043,960100,2076
53581,55103,970200,3023
53581,55103,970300,1003
53014,55015,20500,2038
53561,55111,500,2473
54758,55121,100100,2132
54758,55121,100100,2132
54758,55035,100,4060
54770,55121,100200,2147
54616,55121,100500,1199
54130,55087,12100,1005
54169,55015,20306,1011
54140,55087,11900,2022
54130,55087,12100,1005
54130,55087,12100,3000
54180,55009,21400,3039
54130,55087,12400,2028
54915,55087,12000,2010
55109,27123,42401,2031
54749,55033,970200,3038
54220,55071,800,2020
54220,55071,10500,1034
54220,55071,100,2028
54241,55071,5300,2021
54220,55071,600,4023
54220,55071,400,5000
54220,55071,300,2080
54220,55071,600,5076
53565,55049,950600,4041
53533,55049,950100,3139
53526,55049,950300,1089
53533,55049,950400,4014
53916,55027,961800,1095
53545,55105,200,2000
54984,55137,960200,1036
54313,55009,20503,4008
54313,55009,940001,1008
54126,55009,21500,1004
54153,55083,101000,3076
54760,55121,100400,1079
54722,55035,100,3020
54770,,,
54758,55035,200,1139
54758,,,
54724,55017,11200,3027
54724,55017,11200,2046
54724,55017,11200,3017
54822,55005,1002,1066
54757,55017,11100,4035
54724,55017,11200,3017
54730,55033,970300,3085
54812,55005,400,2036
54812,55005,400,4023
54724,55017,11200,3017
54201,55061,960200,2045
53581,55103,970300,1042
53573,55043,960100,1086
53573,55049,950200,2105
53573,55049,950200,2105
53207,55079,20900,1002
53190,55127,501,1014
53546,55105,1302,1021
53115,55127,800,4031
54667,55123,960300,2026
54651,55123,960200,1014
54667,55123,960300,2047
54624,55123,960700,4057
54665,55123,960400,1020
54665,55123,960400,2037
54667,55123,960300,4013
54624,55123,960700,4065
54619,55081,950900,1054
54665,55123,960600,2061
53546,55105,1100,5013
53563,55105,3100,4023
53144,55059,700,5001
53130,55079,130200,1015
53206,55079,4600,3003
53080,55089,620100,3023
54452,55069,960600,2060
54020,55095,960800,3010
54020,55095,960800,1038
54020,55095,960800,2026
54020,55095,960800,3066
54020,55095,960800,1015
54024,55095,960700,3028
54009,55095,960700,3067
54840,55013,971000,2184
54024,55095,960700,2061
54020,55095,960800,3071
54771,55019,950300,1037
54771,55019,950300,3005
54771,55019,950400,2054
54848,55107,960500,4074
54304,55009,21303,4008
53717,55025,10901,1087
53704,55025,2603,1037
53949,55077,960400,2039
53572,55025,12800,4072
53704,55025,2602,2008
53511,55105,1700,3009
54455,55073,1201,1011
54489,55141,10900,1030
54768,55017,10900,4067
54406,55097,961300,1030
54473,55097,960100,1045
54915,55015,20800,2024
54130,55009,21500,1063
54136,55087,11600,2014
54942,55087,12601,4002
53534,55105,3001,1012
53534,55105,3001,3002
53575,55025,12502,3022
53575,55025,12502,3022
53575,55025,12502,3022
54806,55003,950300,1083
54904,55139,1803,2042
53711,55025,600,2004
53807,55043,961100,2006
53807,55043,961100,2018
53813,55043,960700,4023
53142,55059,2500,1058
53949,55077,960400,2041
53949,55077,960400,2041
53964,55077,960100,2086
53949,55077,960400,2017
54968,55047,100300,3006
54732,55017,11000,1080
54732,55017,11000,1080
54703,,,
54403,55073,200,3010
54982,55137,960800,1021
54982,55137,960800,2001
53959,55111,1001,2044
53144,55059,602,2000
53219,55079,19600,3000
53705,55025,401,1002
53807,55043,961100,3054
54960,55047,100300,1129
53926,55047,100500,3102
53142,55059,1400,3009
53143,55059,2100,2002
53143,55059,1100,2004
53158,55059,2602,2007
53142,55059,2400,2027
53143,55059,1100,2004
53142,55059,2601,2018
54843,55113,100300,2084
54016,55109,120903,1009
54022,55093,960500,1018
54013,55109,120700,2004
54022,55093,960200,1078
53224,55079,201,3000
53051,55133,200103,1009
53022,55131,470203,3001
53224,55079,600,3005
53218,55079,1300,1004
53224,55079,302,1008
53033,55131,460101,2017
53022,55131,470204,1067
53017,55079,,1012
54016,,,
54016,55109,120903,1079
54016,55109,120201,1039
54016,55109,120903,1103
54914,55087,11200,2014
53010,55039,42200,2030
53095,55131,400104,3013
53037,55131,450103,1035
53090,55131,420402,2008
53037,55131,450103,1069
53095,55131,420200,4037
53090,55131,420105,3009
53090,55131,420105,3007
53095,55131,400104,1010
54022,55093,960200,1102
54023,55109,121000,4006
54843,55113,100300,3027
54828,55113,940000,3321
54889,55005,300,1028
53094,55055,100300,1076
53098,55027,962000,1003
53926,55047,100500,3102
53805,55043,960200,4014
53804,55043,960400,4059
53813,55043,960700,4006
53813,55043,960700,3014
53818,55043,960900,3021
53808,55043,961100,4019
53818,55043,960900,2036
53813,55043,960700,1017
54476,55073,1102,1141
53014,55015,20200,4041
53014,55015,20500,2073
53061,55015,20600,1027
54110,55015,20100,3032
53014,55015,20500,1076
53014,55015,20400,2043
53014,55015,20500,2033
54016,55109,120202,2004
53520,55045,960800,1033
53520,55045,960800,1018
53516,55049,950500,3153
53574,55045,960200,3116
54166,55115,100500,1007
54944,55087,12700,3057
54655,55023,960100,1042
54665,55123,960500,3028
54619,55081,950900,4050
54241,55071,5400,3022
54220,55071,10400,2000
54247,55071,10200,1123
54113,55087,12000,2044
54124,55083,100700,3000
54201,55061,960100,2021
54901,55139,500,3009
54986,55139,2201,2050
60002,17097,860810,3020
54313,55009,20503,4018
53095,55131,400104,3009
54901,55139,700,1009
54115,55009,940001,3028
53095,55131,420300,4005
54313,55009,20504,1019
54901,55139,700,2001
53090,55131,400102,2018
53022,55131,470202,2000
53089,55133,203403,1005
53066,55133,204004,1000
53121,55127,902,1029
53215,55079,20500,2002
53074,55089,630202,2010
53066,55133,204301,1036
53066,55133,204301,1036
53072,55133,203303,3000
53185,55101,2001,1036
53219,55079,19800,2001
53219,55079,19800,2001
53039,55027,961100,2007
53048,55027,960200,2056
53048,55027,960100,2055
53021,55131,400103,1026
53066,55133,204301,1036
53212,55079,6900,3004
53188,55133,203103,5000
53045,55133,200801,3003
54205,55061,960400,4020
53703,55025,1604,3002
53955-9221,55021,,3066
53581,55103,970400,1046
53581,55103,970200,3064
54303,55009,401,3001
54923,55047,100300,1019
54935,55039,41100,1036
54923,55047,100300,1019
53939,55047,100500,3082
54968,55077,960200,2026
53949,55077,960200,1100
53949,55077,960200,1100
54455,55073,1201,2052
53807,55065,970300,1160
53813,55043,960600,3020
53924,55103,970200,4080
53572,55025,12800,3025
54521,55125,950500,5072
54829,55095,960100,3158
54888,55129,950200,2176
53142,55059,2500,1062
53158,55059,2000,2004
53143,55059,1600,2020
54013,55109,120700,2013
54751,55033,970500,1062
54751,55033,970800,1018
54751,55033,970400,4098
54772,55033,970200,4085
53525,55105,3300,3029
53511,55105,1600,4013
53511,55105,2500,1027
53511,55105,1600,2008
53511,55105,1900,2014
54002,55109,120600,5040
54017,55109,120502,1043
53095,55131,420103,2014
54017,55109,121000,2002
53095,55131,400104,2039
53010,55039,42200,3037
53012,55131,450104,3008
53051,55133,200101,4004
53089,55133,203402,2004
53022,55131,470202,4002
54002,55109,120800,4001
54016,55109,120201,1030
54016,55109,120202,1012
54016,55109,120202,1012
53530,55065,970200,4011
53530,55065,970500,1100
53541,,,
54665,55123,960600,3090
54601,55063,1102,2035
54642,55063,10101,1001
55974,27055,20900,1109
53704,55025,2602,3012
53597,55025,11302,1017
53952,55077,960500,2007
53813,55043,960700,3003
53949,55077,960300,1051
54873,55007,960600,1258
54843,55113,100300,2149
53142,55059,2700,1092
53105,55059,2800,4041
54758,55121,100100,1048
54758,55035,200,1136
54313,55009,940002,2024
54302,55009,900,3017
54302,55009,2001,1002
54724,55017,11200,2043
54724,55017,11200,3030
54724,55017,11200,2043
54729,55017,10400,1061
54724,,,
54703,55035,301,2051
53572,55025,12800,3083
53818,55043,960900,3042
53533,55049,950400,4050
53805,55043,960100,3052
54130,55087,12100,3012
54915,55087,10601,2019
54829,55005,200,2091
54871,55129,950600,1071
54837,55013,970600,1199
54829,55005,200,1031
54829,55005,200,3023
60559,17043,844701,1007
53818,55043,960800,3053
53813,55043,960700,4023
53811,55043,961200,3022
53561,55111,500,2456
53913,55111,401,1060
53913,55111,402,1027
53913,55111,300,3092
54520,55041,950400,1031
54871,55129,950600,4038
54960,55077,960100,1191
54968,55077,960200,2026
54968,55047,100300,1068
53949,55077,960300,1051
54968,55047,100500,2002
53038,55055,100700,1047
54501,55085,970102,3216
53821,55023,960600,3003
53818,55043,960800,3016
54843,55113,100500,3114
53140,55059,800,2001
53140,55059,800,2001
53158,55059,2602,4022
54812,55005,400,2004
54868,55005,500,3033
54867,55113,100700,1182
54757,55005,1002,5061
54812,55005,400,2038
54868,55005,400,1000
54729,55017,10100,2002
54729,55017,10100,2002
54729,55017,10200,1076
54155,55087,940000,1045
53963,55039,41900,1079
53095,55131,420103,4054
53027,55131,440104,3024
53129,55079,140202,2015
53206,55079,4700,2002
53215,55079,17400,2004
54902,55139,1400,2006
53217,55079,30100,1024
54161,55083,100500,2001
53081,55117,900,3073
53205,55079,185900,1014
53713,55025,1402,2008
53142,55059,2300,1014
54452,55069,960700,3039
53926,55047,100500,3146
53510,55065,970300,2014
53965,55021,970300,3056
72601,5009,790400,3170
54613,55001,950202,2071
53901,55021,970400,1049
54401,55073,1300,4036
72601,5009,790400,3170
54023,55109,121000,4011
53575,55025,12400,1006
53575,55025,12400,1006
53575,55025,12400,1006
53521,55045,960100,1008
53574,55045,,3001
53516,55045,960200,3045
53081,55117,400,1005
53531,55025,11900,3014
38122,47157,1100,1000
53204,55079,16800,3002
54016,55109,120400,3039
53090,55131,400104,1001
54425,55019,950100,1051
53188,55133,203000,1009
53001,55117,11200,2027
53081,55117,100,1017
53081,55117,900,2022
53403,55101,200,3004
60096,17097,860104,1029
53403,55101,200,3004
53403,55101,200,3004
7033,34039,33600,3015
54143,55075,961400,4014
55055,27163,71003,1014
53143,55059,1600,2019
54015,55109,121000,1011
54020,55095,960800,2004
54001,55095,960900,4044
54024,55095,960700,1017
54020,55095,,
54020,55095,960800,3079
54020,55095,960800,3079
54656,55081,950200,3037
53508,55045,960100,2041
53143,55059,2200,1020
54703,55035,1200,1018
54742,55035,200,2016
54896,55113,100800,2205
53074,,,
53081,55117,900,1018
54303,55009,200,1000
54403,55073,100,3015
53821,55023,960600,3005
53821,55023,960600,2030
54896,55113,100800,2205
53821,55023,960600,3010
53545,55105,900,1002
53558,55025,12002,1022
53558,55025,12002,1022
53575,55025,12501,5000
53711,,,
53711,55025,10600,1049
53532,55025,13200,5024
53704,55025,2603,1031
53955,55021,970900,1008
53523,55055,100602,1033
53521,55045,960100,1000
53558,55025,10502,2006
53521,55045,960100,1000
53521,55045,960100,1000
53521,55045,960100,1000
53711,55025,10702,3038
53711,55025,10702,3038
53521,55045,960100,1000
53186,55133,202600,2004
53186,55133,202902,1023
53186,55133,202600,3008
53813,55043,960600,3044
53143,55059,2200,2024
53143,55059,2200,2024
53143,55059,2200,2024
53158,55059,2602,2007
53143,55059,2100,2000
53144,55059,700,3000
53144,55059,700,3000
53403,55101,800,2022
54843,55113,940000,1032
53143,55059,1600,1010
53818,55043,961000,3015
53818,55043,961000,5002
54703,55035,501,3021
54703,55035,501,3021
54703,55035,501,3021
54703,55035,501,3021
54755,55011,960200,2029
53061,55015,20600,1050
54751,55033,970700,2022
54220,55071,800,4011
53081,55117,500,2012
53070,55117,11300,3033
53081,55117,300,2052
53085,55117,10601,2012
53081,55117,300,2052
53081,55117,300,2040
54722,55035,100,3047
54741,55053,960300,1020
53014,55015,20500,2039
54548,55085,971002,3010
54501,55085,971400,3015
54016,55109,120201,1024
54401,55073,500,1006
54403,55073,100,3015
54403,55073,100,3015
53949,55077,960200,2085
53964,55077,960500,1020
53949,55077,960300,1044
53403,55101,200,3004
53095,55131,420103,3006
53095,55131,420104,3045
53095,55131,420401,2036
53027,55131,440104,3044
53090,55131,420402,2008
53218,55079,2800,2013
53223,55079,700,1009
54110,55015,20100,4014
53051,55133,200400,1003
53218,55079,1300,2000
53570,55045,960100,4062
53521,55105,2900,4009
53177,55101,1702,3006
53129,55079,120501,1003
53532,55025,13200,5030
53018,55133,203703,1047
53233-1506,55079,,2004
54143,55075,961300,2031
54110,55015,20100,4014
54153,55083,101100,3031
54153,55083,101100,3031
54303,55009,401,3001
54520,55041,950300,2056
53536,55105,2900,1042
53704,55025,2602,2008
54311,55009,1801,3004
54311,55009,1801,3004
54311,55009,1801,3004
54311,55009,1801,3004
61108,17201,1600,4008
61080,17201,4001,3026
53952,55001,950700,1057
53711,55025,503,2010
54403,55073,300,2010
54401,55073,400,3018
54452,55069,960800,3004
53952,55077,960500,3010
53403,55101,200,3004
53405,55101,901,3036
53403,55101,200,3004
53403,55101,200,3004
53949,55077,960200,3049
53949,55077,960300,1010
53705,55025,100,2002
53949,55077,960300,2006
53949,55077,960200,3042
53949,55077,960300,2028
53949,55077,960300,2015
53949,55077,960300,2015
53949,55077,960100,1233
54476,55073,1102,1139
54758,55121,100100,1058
54016,55109,120201,1024
53719,55025,10800,5008
54241,55071,10100,1060
54220,55071,800,2016
54220,55071,700,5015
54247,55071,10400,5044
54220,55071,800,4018
53570,55045,960200,2004
53566,,,
54667,55123,960300,4001
54665,55123,960500,4003
53597,55025,11302,1005
54631,55023,960200,1037
53185,55101,2800,2017
53185,55101,2800,2017
53081,55117,1000,2002
53083,55117,10700,2003
53081,55117,1000,1018
53081,55117,500,1005
54303,55009,401,3001
54403,55073,700,1036
38125,47157,21510,2069
54631,55023,960200,1037
53511,55105,1800,2006
61108,17201,1500,3006
53554,55043,960600,2079
53222,55079,5500,2002
53511,55105,1800,3000
53511,55105,2100,3018
54220,55071,600,2022
54115,55009,940001,3146
54220,55071,300,3038
54626,55023,960300,2076
53825,55023,,
53821,55023,960400,3121
53801,55043,960400,1088
53566,55045,960600,1030
53502,55045,960300,2015
54761,55093,960800,4026
54751,55033,970500,2038
54751,55033,970500,1064
54751,55033,970500,2000
54725,55033,970200,2039
54107,55115,101000,1117
54017,55109,120501,2002
53581,55103,970200,1028
54665,55123,960600,2089
53581,55103,970400,1060
53530,55065,970200,2026
53553,55049,950300,3083
53543,55049,950200,3024
53818,55043,960800,3016
53818,55043,960900,1013
53711,55025,600,3003
53562,55025,11102,1007
53575,55025,12502,3030
53575,55025,12502,3030
53575,55025,12501,1004
53521,55045,960100,1007
53190,55127,501,1008
54843,55113,100300,2119
54843,55113,940000,1034
53932,55021,971100,1086
53932,55021,971100,1086
53597,55025,11200,3038
53704,55025,2602,3015
53081,55117,1000,2003
53085,55117,10601,3007
53926,55047,100500,3146
54843,55113,100500,1007
54876,55113,100400,3088
53820,55043,960500,3118
53804,55043,960500,2150
53813,55043,960700,2010
54701,55035,1700,2002
54455,55073,1201,1093
54403,55073,100,1010
54016,55109,120201,1024
53826,55023,960300,2086
53949,55077,960300,1035
53188,55133,203000,1009
53188,55133,203000,1009
53104,55059,2700,2043
54023,,,
54652,55123,960500,2058
53014,55015,20500,1039
53014,55015,20500,3008
53061,55015,20600,1046
53061,55015,20600,3012
53014,55015,20200,4053
54982,55137,960800,1048
54911,55087,11300,2004
54901,55139,500,4003
53010,55039,42200,2038
53012,55131,450104,3009
54474,55073,1000,1046
53090,,,
53095,55131,420300,4001
53051,55133,200101,3017
53593,55025,12600,1109
53503,55049,950100,1102
53575,55025,12502,3030
53521,55025,12400,2094
53521,55025,12400,2094
53575,55025,12501,5014
53575,55025,12502,3030
53807,55065,970300,1139
53521,55045,960100,1023
53575,55025,12502,3030
54169,55015,20306,1028
53042,55071,10700,2014
54914,55087,11101,3000
54153,55083,100900,1097
53807,55065,970300,1139
54143,55075,961400,4014
54153,55083,100900,2019
54303,55009,401,3001
54303,55009,401,3001
54303,55009,401,3001
54403,55073,300,4008
54401,55073,601,2032
54311,55009,1801,3004
53818,,,
54968,55047,100300,3020
53807,55065,970300,1139
53949,55077,960300,3029
53949,55077,960300,2028
53949,55077,960300,2028
54968,55047,100500,1020
53965,55001,950700,3050
54220,55071,400,4035
54230,55071,10300,1085
54501,55085,971400,2006
54487,55069,960100,2108
53964,55077,960500,1055
54501,55085,971500,3029
53081,55117,500,1028
53081,55117,1000,2013
53081,55117,,1029
54880,55031,20300,3025
54558,,,
54545,55125,950600,1343
54722,55035,200,2071
54742,55035,200,3061
53946,55047,100600,4015
53083,55117,100,2039
53081,55117,800,2057
53081,55117,800,3008
53083,55117,201,1001
53081,55117,500,1028
