ZipCode,CountyFIPS,CensusTract,CensusBlock
53081,55117,1000,4014
53122,55133,201000,3015
53188,55133,203103,2005
53094,55055,100200,4007
53207,55079,20700,6009
53122,55133,201000,3015
53094,55055,100300,1025
53122,55133,201000,3015
53212,55079,7100,1003
54935,55039,41000,1010
53144,55059,602,1002
53142,55059,2300,4002
53404,55101,1502,2001
53094,55055,100300,1025
54971,55039,41600,5003
53191,55127,1602,1133
54901,55139,200,1011
53122,55133,201000,3015
54956,55139,3702,5012
53214,55079,100200,2009
54964,55139,2000,4102
53227,55079,101000,2012
53189,55133,202001,1043
53217,55079,35100,3004
53029,55133,203602,2007
54235,55029,100700,2033
53209,55079,60200,5008
53072,55133,203305,3004
53150,55133,201504,2026
53151,55133,201402,1025
53217,55079,30100,3002
53222,55079,5200,2002
53045,55133,200804,3015
53217,55079,35100,3004
53214,55079,100700,2014
53018,55133,203703,2029
53214,55079,100700,3008
53072,55133,203101,1010
53219,55079,101500,4004
53209,55079,60101,3041
53132,55079,150100,3021
53154,55079,160202,1005
53129,55079,140202,2011
53051,55133,200300,3033
54904,55139,1803,3018
54902,55139,1500,2020
53118,55133,204003,3034
53149,,,
53132,55079,150304,2008
53018,55133,203704,3036
53219,55079,101700,2007
53132,55079,150304,2008
54902,55139,1500,2020
53224,55079,302,1006
53029,,,
53005,55133,200901,3021
53005,55133,201102,3000
53226,55079,90700,2001
53189,55133,202103,2005
53072,55133,203304,1019
53126,55101,1900,3012
53219,55079,101800,2010
53066,,,
53072,55133,203304,1019
53189,55133,202301,2018
53029,55133,203602,3001
53129,55079,140100,1020
53029,55133,203601,4030
53559,55025,11800,2068
53711,55025,407,1002
54904,55139,1804,3014
53714,55025,2601,1013
53207,55079,21100,1019
33913,12071,980000,1006
53511,55105,2200,1011
53149,55133,203802,1018
53221,55079,21600,1019
53029,55133,203500,4007
53590,55025,11402,3157
54901,55139,500,5012
53711,55025,407,1002
53221,55079,120501,3015
53066,55133,204301,3008
54235,55029,100500,2030
53220,55079,120300,1049
53548,55105,500,4017
54904,55139,1804,1000
54964,55139,2000,4124
53089,55133,203404,2013
53188,55133,203102,5000
53092,55089,660303,2025
53226,55079,90600,1006
53223,55079,50102,5010
53132,55079,150304,2001
53189,55133,202101,2053
53214,55079,100600,2007
53223,55079,50102,5010
53223,55079,50102,5010
53223,55079,50101,4006
53130,55079,130100,3001
53051,55133,200300,1002
85396,4013,40516,2037
53051,55133,200202,3017
53213,55079,90800,2000
53018,55133,203702,3010
53005,55133,201102,3010
53089,55133,203403,3020
53223,55079,50101,4006
53224,55079,201,1004
53151,55133,201403,3011
53188,55133,203000,2063
53132,55079,150100,4010
33913,12071,980000,1006
53045,55133,201202,3040
53149,55133,203902,2006
53005,55133,201102,1034
53182,55101,1801,2012
53211,55079,7600,3001
53122,55133,201000,4011
53122,55133,201000,4011
53226,55079,12800,1023
53217,55079,30100,2016
53045,55133,200803,3019
53122,55133,201000,3042
53209,55079,60200,4004
53132,55079,150303,1018
53154,55079,160300,1041
53214,55079,13000,1000
53204,55079,16800,1012
53713,55025,1403,2003
53211,55079,7600,1007
53214,55079,100200,1007
53212,55079,8000,1002
53216,55079,3700,1009
53204,55079,16900,3004
53209,55079,2000,2010
53219,55079,101700,3001
53219,55079,19200,1010
53154,55079,160100,3014
53215,55079,17100,2003
53211,55079,7700,3008
53219,55079,101500,4003
53222,55079,3400,3007
53216,55079,3700,1009
53154,55079,160203,2018
53219,55079,101600,5007
53207,55079,18200,1002
53217,55079,70100,5001
53218,55079,1800,2004
53005,55133,201101,1009
53217,55079,35200,3013
53151,55133,201506,1006
53132,55079,150100,4003
53129,55079,140100,1015
53189,55133,202103,1031
53188,55133,203000,2059
53208,55079,9300,2009
53217,55079,30100,1012
53211,55079,7300,3002
53213,55079,90900,4007
53225,55079,1600,2003
53186,55133,202400,3021
53110,55079,180300,3009
53217,55079,70300,1000
53051,55133,200201,1009
53223,55079,700,3001
53005,55133,201101,3010
53217,55079,60101,1047
53220,55079,120203,2006
53132,55079,150301,2000
53207,55079,17900,1006
53150,55133,201900,3000
53004,55089,610102,1035
53545,55105,200,1018
53021,,,
53209,55079,50102,4022
53217,55079,70100,5003
53226,55079,90600,2002
53058,55133,203703,2009
53150,55133,201900,1000
53217,55079,70200,3014
53217,55079,60101,2027
54904,55139,2000,3049
53151,55133,201403,3011
53704,55025,2500,1055
53212,55079,8000,2002
53217,55079,60200,2006
53058,55133,203703,2009
53132,55079,150100,3000
53092,55089,660303,4016
54235,55029,100500,1044
53172,55079,170700,1008
53188,55133,203102,6052
53594,55055,100400,3010
53005,55133,201101,1009
53132,55079,150303,1001
80220,8031,4304,1023
53092,55089,660301,1010
53228,55079,120101,2019
53151,55133,201505,1010
54904,55139,2000,3049
53213,55079,91100,3018
53217,55079,70200,1003
53719,55025,504,4023
53209,55079,60101,1003
53208,55079,9400,3009
53211,55079,70300,3013
53204,55079,16500,3003
53719,55025,600,3019
53225,55079,502,3000
53205,55079,14100,1035
53713,55025,1502,3021
54303,55009,401,1000
53218,55079,1600,1006
53215,55079,18600,3003
53711,55025,401,2008
53705,55025,800,2022
53214,55079,100500,1006
53206,55079,4500,2012
53726,55025,901,1007
53714,55025,2700,2011
53402,55101,1502,6008
53213,55079,90900,4016
53718,,,
53711,55025,401,2018
53225,55079,1400,2001
53224,55079,600,3004
53206,55079,6500,1000
53207,55079,18200,1001
53218,55079,2900,2000
53223,55079,101,4006
53225,55079,501,2008
53226,55079,90600,4000
53216,55079,3900,3000
53209,55079,60200,5009
53218,55079,1900,1004
53215,55079,20100,3008
53202,55079,11000,2005
53216,55079,3900,3000
53132,55079,187300,2006
53215,55079,17000,3003
53218,55079,3100,4007
53222,55079,5600,2005
53208,55079,9300,3011
53223,55079,304,2000
53206,55079,4500,2015
53207,55079,20800,4005
53216,55079,3900,3000
53218,55079,3200,1004
53218,55079,1600,2002
53224,55079,202,1012
53216,55079,3900,3000
53154,55079,160202,1009
53213,55079,12600,1006
53202,55079,14300,2001
53223,55079,600,4001
53154,55079,160202,2012
53218,55079,1600,2002
53208,55079,12400,1009
53216,55079,3700,1005
53218,55079,3200,1009
53218,55079,2900,1003
53218,55079,1600,2002
53218,55079,2900,2000
53154,55079,160202,2012
53215,55079,17100,1000
53209,55079,60200,3004
53095,55131,420300,1000
53549,55055,101100,3011
53094,55055,100300,3009
53095,55131,420300,1000
53090,55131,420106,1000
53029,55133,203500,2055
53095,55131,420300,1000
53029,55133,203500,2055
53130,55079,130200,2004
53095,55131,420300,1000
53095,55131,420300,1000
53027,55131,430100,3079
53228,55079,120102,3000
53402,55101,1504,1011
53209,55079,60200,3004
53228,55079,120102,3000
53040,55131,400103,3029
53040,55131,410100,1019
53219,55079,19100,3009
53228,55079,120102,3000
53029,55133,203500,2055
53095,55131,420300,1000
53228,55079,120102,3000
53040,55131,410100,3002
53142,55059,2300,4002
53228,55079,120102,3000
53219,55079,19100,3009
53214,55079,100400,3012
53095,55131,400104,1035
53143,55059,2100,1012
53204,55079,15800,3004
53227,55079,19400,1000
53154,55079,160203,1019
53235,55079,185200,1011
53212,55079,10700,2002
53206,55079,4500,3005
53208,55079,9500,3006
53210,55079,9300,2002
53212,55079,10700,2002
53213,55079,12500,2000
53222,55079,5700,2020
53207,55079,18000,1080
53207,55079,18000,1031
53224,55079,304,2020
53222,55079,5700,2020
53214,55079,100500,1006
53215,55079,20000,1023
53213,55079,91200,2005
53225,55079,3300,4007
53211,55079,7600,3003
53225,55079,1500,2003
53218,55079,1900,3001
53224,55079,304,2022
53224,55079,304,2020
53217,55079,70300,5000
53215,55079,20300,1008
53227,55079,19400,1000
53218,55079,3200,1009
53225,55079,1500,3002
53204,55079,16400,4000
53154,55079,160100,4018
53207,55079,20700,1009
53222,55079,5700,2017
53218,55079,3300,1006
53129,55079,140201,2005
53154,55079,160202,3010
53202,55079,11000,1005
53705,55025,300,3007
53219,55079,19600,1007
53217,55079,70200,5000
53154,55079,160202,3010
53154,55079,160203,1019
53202,55079,11300,1003
53202,55079,11000,1005
53222,55079,5400,2001
53010,55039,42200,4059
53211,55079,7700,1008
53081,55117,1000,1018
53129,55079,140201,3011
53092,55089,660304,2005
54956,55139,2400,3063
53213,55079,91200,3000
53066,55133,204200,5017
53066,55133,204200,2004
53216,55079,4800,1005
53223,55079,50101,4033
53225,55079,501,2017
53235,55079,185100,3004
53212,55079,7200,2004
53204,55079,16400,3006
53207,55079,20700,6004
53209,55079,2600,1009
53235,55079,185100,1026
53217,55079,70100,1000
53207,55079,18000,1031
53186,55133,202902,1005
53122,55133,201000,3000
53209,55079,50102,3006
53150,55133,201504,3015
53172,55079,170600,2004
53189,55133,202001,3005
53150,55133,201701,4002
53219,55079,19600,4013
53146,55133,201600,1005
53045,,,
54235,55029,100800,5011
53188,55133,202202,5000
53221,55079,120501,3015
53209,55079,60101,1000
53005,55133,201101,4005
53005,55133,201101,4005
53151,55133,201506,2002
53202,55079,11100,2002
53092,55089,660303,4010
53151,55133,201402,1029
53066,55133,204301,1050
53132,55079,150303,2002
53154,55079,160300,4020
53220,55079,120300,1049
53216,55079,4900,3007
53224,55079,201,1004
53154,55079,160300,4022
53215,55079,15900,2003
53224,55079,201,2011
53219,55079,101600,4005
53214,55079,100400,3005
53222,55079,5300,1009
53132,55079,187300,3023
53215,55079,20100,1018
53223,55079,600,5004
53225,55079,1400,2005
53220,55079,120203,3000
53226,55079,12800,2002
53215,55079,20100,1009
53154,55079,160300,3010
53214,55079,100200,2007
53217,55079,70300,4003
53208,55079,12500,1027
53225,55079,400,2000
53207,55079,20800,5002
53154,55079,160300,1028
53218,55079,1700,2002
53208,55079,13600,1006
53154,55079,160204,3003
53212,55079,10600,2003
53220,55079,19700,2004
53215,55079,19000,2003
53222,55079,5500,4001
53204,55079,17000,2005
53225,55079,502,1004
53218,55079,1300,3009
53210,55079,9300,3001
53207,55079,18000,1080
53212,55079,7900,2002
53147,55127,1501,2050
53202,55079,187000,1011
53217,55079,70100,2003
53207,55079,17900,2001
53215,55079,19100,1002
53215,55079,17000,2004
53212,55079,7900,2002
53218,55079,2900,2001
53704,55025,2000,3010
53051,55133,200202,1030
53233,55079,14600,2005
53214,55079,100100,2003
53223,55079,50101,3000
53590,55025,11600,3002
53215,55079,20500,3007
53208,55079,13400,3006
53207,55079,17900,3008
53223,55079,700,2000
53209,55079,60101,1003
53207,55079,21000,1001
53216,55079,4900,2003
53110,55079,180100,3001
53206,55079,4500,3005
53705,55025,300,4003
53219,55079,19000,5001
53211,55079,7700,1008
53207,55079,18000,1031
53213,55079,12500,2000
53211,55079,80200,2009
53223,55079,700,2000
53214,55079,100100,2003
53402,55101,1501,2014
53222,55079,5300,1008
53154,55079,160300,2023
53211,55079,70200,2005
53215,55079,18600,1000
53405,,,
53718,,,
53590,55025,11503,2041
53214,55079,12900,1013
53204,55079,16400,2007
53703,55025,1603,1006
53562,55025,10904,3026
53213,55079,91100,2000
53210,55079,9100,1005
53218,55079,2900,2001
53214,55079,100500,1006
53589,55025,12300,2021
53092,55089,660301,3049
53005,55133,200700,2004
53217,55079,30100,2004
53132,55079,150100,2006
53132,55079,150100,4006
53130,55079,130200,2013
53132,55079,150303,2021
53217,55079,60101,2027
53211,55079,80200,3012
53186,55133,202902,2000
53149,55127,101,1002
53217,55079,30100,2018
53219,55079,19800,5008
94087,6085,508403,2002
53129,55079,140100,2005
53110,55079,180200,2000
53217,55079,70200,3003
53118,55133,204004,3018
53154,55079,160203,2009
53066,55133,204502,5018
53066,55133,204301,1036
53132,55079,150100,3026
53151,55133,201504,1026
53005,,,
53188,55133,203102,5014
53132,55079,150303,2021
53122,55133,201000,3030
53220,55079,120501,2004
53072,55133,203304,2050
53066,55133,204301,1036
53207,55079,17900,1006
53204,55079,16900,2002
53089,55133,203406,4005
53045,55133,200801,3016
53132,55079,150303,2021
53213,55079,91400,2014
53154,55079,160100,1009
53217,55079,30100,3000
53066,55133,204200,3003
53045,55133,201201,2015
53150,55133,201703,3002
53221,55079,120501,3011
53132,55079,150100,1017
53132,55079,150301,2007
53154,55079,160100,2000
53511,55105,1600,4012
53132,55079,150304,2008
53209,55079,60102,1007
53005,,,
53223,55079,50102,5015
53214,55079,100800,2008
53219,55079,19600,4000
53132,55079,150304,3001
53045,55133,201203,2055
53036,55055,101702,1036
53045,55133,200803,3010
53154,55079,160203,2009
53511,55105,1700,1020
53220,55079,120202,1018
53130,55079,130100,3011
53214,55079,100800,2008
53092,55089,660303,1000
53132,55079,150100,1017
53129,55079,140201,1002
53151,55133,201505,2003
53012,55089,650101,1060
53223,55079,50101,3017
53092,55089,660301,1016
53029,55133,203601,4011
53213,55079,91000,4006
53045,55133,200801,2033
53209,55079,60102,1007
53045,55133,200801,2026
53150,55133,201703,1003
53066,,,
53092,55089,660301,1024
53211,55079,80200,3006
53178,55055,100800,3014
53150,55101,2002,3008
53223,55079,50101,4025
53183,55133,203804,2020
53211,55079,80300,1005
53217,55079,35100,1000
53132,55079,187200,2005
53211,55079,80300,3002
53402,55101,1301,1004
53072,55133,203305,2005
53213,55079,91000,4006
53185,55101,2002,3003
53029,55133,203405,2018
53188,55133,203103,4005
53217,55079,35200,3008
53189,55133,202103,1038
53012,55089,650300,4034
53036,55055,101702,2025
53066,55133,204200,5024
53029,55133,203601,2004
53045,55133,200801,2026
53132,55079,187200,2002
53029,55133,203602,1014
53066,55055,101702,2051
53005,55133,201101,2018
53066,55133,204502,2005
53066,55133,204200,5024
53130,55079,130100,3027
53209,55079,60102,2022
53183,55133,203804,2020
53132,55079,187300,2007
53132,55079,150301,2007
53204,55079,16400,2001
53209,,,
53072,55133,203305,3000
53151,55133,201404,2030
53132,55079,187300,2007
53183,55133,203804,2020
53185,55101,2800,4023
53018,55133,203702,2026
53129,55079,140100,1011
53185,55101,2800,4023
53132,,,
53211,55079,7300,3003
53217,55079,30100,1001
53132,55079,150100,3000
53211,55079,70200,2003
54904,55139,1803,1002
53051,55133,200400,4000
54904,55139,1803,1002
53228,55079,120101,1030
23220,51760,40200,2133
53154,55079,160300,4007
53018,55133,203704,1013
53051,55133,200101,1013
53066,55133,204100,1041
53213,55079,91000,4006
53213,55079,91000,4006
53714,55025,2700,1003
53018,55133,203702,2012
53066,55133,204200,5007
53149,55133,203802,2012
53118,55133,204003,1045
53132,55079,150100,4004
53151,55133,201503,4006
53220,55079,120203,3007
53562,55025,11101,3008
54904,55139,1803,1002
53038,55055,100700,1085
53218,55079,1800,1005
53122,55133,201000,2015
53545,55105,800,4009
53151,55133,201503,4006
53154,55079,160300,4023
53211,55079,80100,2002
53228,55079,120102,2018
53216,55079,4900,1005
53108,55101,1900,1006
53153,55133,203803,1081
53217,55079,35200,4007
53029,55133,203405,1013
53129,55079,140202,2011
53150,55133,201900,1001
53018,55133,203703,1066
54902,55139,1400,2014
53089,55133,203406,3017
53072,55133,203304,1038
53189,55133,203804,5057
53072,55133,203306,4031
53072,55133,203704,3012
53217,55079,60101,2003
53223,55079,600,5000
53218,55079,3200,2010
53210,55079,6200,3005
53154,55079,160202,4013
53222,55079,5200,1000
53208,55079,12400,1006
53227,55079,101000,3001
53207,55079,18200,1008
53218,55079,3100,4007
53219,55079,101600,5017
53226,55079,90700,1001
53206,55079,6700,2006
53223,55079,600,1006
53207,55079,18000,1064
53233,55079,14900,1002
53226,55079,91100,2006
53210,55079,6200,4004
53225,55079,3300,6000
53202,55079,187400,1102
53205,55079,186100,2003
53218,55079,2700,2003
53225,55079,501,2000
53225,55079,501,2000
53202,55079,187400,1102
53202,55079,11000,1003
53215,55079,17600,2001
53233,55079,14700,2003
53224,55079,302,1010
53225,55079,501,1004
53223,55079,304,2001
53132,55079,187300,2011
53202,55079,187000,3002
53207,55079,18100,1016
53218,55079,3200,2003
53154,55079,160300,1025
53215,55079,17100,2003
53132,55079,150304,2007
53225,55079,303,2009
53207,55079,18200,1006
53202,55079,14300,2004
53219,55079,19000,1004
53218,55079,3100,3002
53219,55079,101800,1006
53212,55079,10700,2007
53219,55079,19000,1004
53219,55079,19000,1004
53202,55079,11300,2000
53219,55079,19300,4009
53213,55079,91200,3010
53213,55079,91200,2002
53204,55079,186500,2018
53223,55079,50101,3031
53216,55079,4800,1008
53209,55079,2100,1006
53225,55079,502,1002
53154,55079,160203,1020
53154,55079,160203,1020
53208,55079,12400,1001
53225,55079,3300,5002
53202,55079,187400,1102
53202,55079,11200,1000
53219,55079,19600,1007
53219,55079,19600,1007
53220,55079,19800,4009
53221,55079,21600,1010
53218,55079,1900,4001
53218,55079,2700,2003
53224,55079,202,3016
53202,55079,187000,1008
53217,55079,70100,1001
53216,55079,5100,1016
53212,55079,10700,1004
53235,55079,185200,4005
53207,55079,17900,1001
53227,55079,19400,1002
53218,55079,2700,2003
53223,55079,600,4002
53223,55079,600,4002
53215,55079,17200,1001
53223,55079,304,2001
53223,55079,600,4002
53223,55079,600,4002
53219,55079,19200,1001
53227,55079,101300,1000
53219,55079,19000,5009
53144,55059,602,2059
53029,55133,203500,4032
54220,55071,10500,2002
54220,55071,600,2007
54981,55135,101000,4076
54914,55087,11102,2027
54139,55083,101100,1051
54106,55087,12800,3050
53916,55027,960400,2004
53916,55027,960400,2004
53916,55027,960400,2081
53095,55131,420300,1000
54720,55035,400,1046
53403,55101,904,4010
53144,55059,602,2059
,,,
53095,55131,420300,1000
53913,55111,402,2075
54914,55087,11102,2027
53538,55055,101400,1005
53404,55101,1502,2001
53037,55131,450104,1003
53209,55079,60200,5000
54901,55139,300,3031
53146,55133,201600,4050
53217,55079,60200,1019
53209,55079,50102,3018
60545,17093,890500,6057
53532,55025,13200,3018
53704,55025,2000,4020
53217,55079,70200,5007
54904,55139,1900,1004
54904,55139,1804,1017
53202,55079,14400,2001
53146,55133,201600,4050
53217,55079,30100,3023
53209,55079,60101,3020
54904,55139,1801,2006
53146,55133,201600,3002
53132,55079,187200,2010
53223,55079,50101,3008
53058,55133,203703,1057
60202,17031,810200,4001
53092,55089,660304,1008
53092,55089,660202,1030
53151,55133,201503,3011
53210,55079,5000,3011
53217,55079,35200,4015
53217,55079,70300,3011
53217,55079,30100,1005
53022,55131,470204,1029
53227,55079,101200,4005
53092,55089,660301,1024
53916,55027,960800,3007
53020,55117,10300,2038
54165,55087,13100,1056
53549,55055,100900,2019
54911,,,
54915,55015,20303,1001
54961,55087,12700,1146
53142,55059,1400,3026
54140,55087,11900,2032
54915,55015,20306,2015
54911,55087,11400,2008
54157,55075,961100,4007
54911,55087,11400,2008
54911,,,
53029,55133,203500,2055
54911,,,
54140,55087,11900,4000
53719,55025,10702,1005
54174,55083,100600,1147
53403,55101,100,1011
53402,55101,1302,1008
53402,55101,1504,1011
53532,55025,13301,2021
53532,55025,13301,2000
54937,55039,41300,5011
54301,55009,1400,4004
54961,,,
53532,55025,13301,2000
54165,55087,13100,1056
54481,55097,961100,3078
54165,55087,13100,3034
54165,55087,13100,1056
54170,55087,12800,1050
53073,55117,11000,1011
54165,55087,13100,1056
54720,55035,400,4008
54720,55035,400,1046
53719,55025,10702,1005
53209,55079,2600,1005
53205,55079,14100,1015
53208,55079,9300,3009
53211,55079,7700,2004
53218,55079,2800,2010
53223,55079,800,2015
53212,55079,10600,1006
53224,55079,600,3003
53212,55079,10700,1000
53223,55079,800,2012
53216,55079,3700,1011
53205,55079,185400,1014
53223,55079,800,1009
53207,55079,20700,4003
53223,55079,700,2011
53205,55079,185400,1009
53223,55079,50101,3027
53207,55079,20700,4003
53154,55079,160300,3021
53223,55079,800,2013
53224,55079,600,3003
53207,55079,186600,2008
53208,55079,12400,2011
53223,55079,800,2013
53212,55079,7200,3008
53223,55079,800,2012
53154,55079,160202,1009
53222,55079,5700,2018
53204,55079,15800,3004
53207,55079,20700,4003
53154,55079,160300,1005
53222,55079,5700,2018
53219,55079,19300,3011
53154,55079,160202,1009
53225,55079,502,2002
53154,55079,160300,4022
53211,55079,70200,2005
53218,55079,1900,3003
53211,55079,70300,3011
53207,55079,186600,2008
53154,55079,160203,1012
53217,55079,35200,3001
53215,55079,20100,2002
53210,55079,6200,3005
53154,55079,160300,4022
53220,55079,19900,5007
53218,55079,1500,2005
53207,55079,18400,1010
53212,55079,7200,2004
53154,55079,160300,4022
53233,55079,14700,1004
53224,55079,101,2006
53215,55079,20100,2002
53154,55079,160203,1012
53215,55079,19000,2013
53224,55079,600,3007
53219,55079,19000,3009
53220,55079,19700,3011
53215,55079,20100,3013
53202,55079,10800,2002
53223,55079,800,1005
53206,55079,8500,1004
53216,55079,5100,3001
53154,55079,160202,4009
53217,55079,70100,1001
53211,55079,70200,2015
53208,55079,9200,2010
53224,55079,600,3007
53224,55079,600,3007
53217,55079,70100,1001
53218,55079,2700,2001
53207,55079,18100,1014
53223,55079,600,4001
53216,55079,5100,3001
53221,55079,21700,1003
53208,55079,13300,1004
53202,55079,187000,2000
53224,55079,302,1022
53222,55079,5200,2009
53223,55079,304,2001
53216,55079,4000,1006
53207,55079,20700,5007
53223,55079,600,4016
53215,55079,17500,2005
53213,55079,91000,3006
53218,55079,2900,1003
53233,55079,186300,1018
53222,55079,5700,1007
53224,55079,101,1001
53215,55079,20100,2002
53207,55079,18200,1006
53713,55025,1403,2006
53212,55079,10600,2009
53226,55079,90300,2025
53213,,,
53154,55079,160300,1005
53221,55079,21500,2004
53209,55079,60101,1003
53224,55079,101,1001
53209,55079,2300,2007
53218,55079,1200,2005
53211,55079,7700,3006
53226,55079,90700,1002
53209,55079,2300,2007
53221,55079,21600,2012
53224,55079,102,2015
53215,55079,20100,2002
53207,55079,18200,1006
53223,55079,304,2009
53203,55079,186300,2007
53209,55079,2400,1005
53226,55079,90700,1002
53211,55079,7700,2013
53222,55079,3400,3010
53213,55079,91300,1017
53132,55079,187200,2008
53151,55133,201503,2001
53188,55133,203102,4009
53182,55101,1801,4003
53066,55133,204100,2023
53132,55079,150303,2021
53209,55079,60102,2019
53132,55079,150100,1029
53184,55127,1604,4030
53188,55133,203804,2027
53029,,,
53132,55079,150100,1024
98118,53033,10100,5040
53224,55079,101,1001
53188,55133,202201,1007
53149,55133,203802,3014
53129,55079,140100,2002
54902,55139,1900,1062
53172,55079,170300,2006
53058,55133,204100,1011
53213,55079,91100,2010
53129,55079,140201,3007
53704,,,
53132,55079,150304,2004
53132,55079,187300,3033
53151,55133,201404,2023
53211,55079,80400,1000
53066,55133,204200,4009
53132,55079,150100,1024
53217,55079,30100,1005
53072,55133,203303,1001
53142,,,
53217,55079,40100,1027
53224,55079,202,3032
53132,55079,187300,3033
35739,1083,20102,3026
53227,55079,101200,4005
53058,55133,204100,1011
53216,55079,5000,4007
53219,55079,19600,4001
53208,55079,9800,1019
53154,55079,160300,3025
53202,,,
53209,55079,800,2000
53222,55079,3400,1010
53212,55079,10600,1000
53208,55079,9800,1019
53154,55079,160300,3025
53233,55079,14700,2006
53223,55079,50101,3016
53207,55079,17900,4005
53213,55079,91100,1002
53204,55079,186800,1059
53211,55079,80200,2003
53217,55079,70100,5005
53154,55079,160204,1011
53224,55079,202,2015
53222,55079,5700,2001
53202,55079,11000,1002
53213,55079,91000,2009
53224,55079,202,2015
53207,55079,18300,1000
53204,55079,186800,1059
53223,55079,600,4017
53215,55079,16000,2000
53216,55079,3800,1001
53209,55079,4300,6002
53204,55079,16700,3007
53233,55079,14900,1000
53204,55079,186800,1059
53224,55079,600,2002
53208,55079,9800,1019
53217,55079,70200,5000
53204,55079,16300,4001
53224,55079,201,2008
53132,55079,187300,3037
53223,55079,50102,1006
53129,55079,140202,4008
53018,55133,203704,1016
53129,55079,140100,2002
53211,55079,80400,1000
53118,55133,204003,2030
53132,55079,187300,3039
98118,53033,10100,5040
53188,55133,203102,6037
53714,55025,3002,2007
53406,55101,1705,1005
53066,55133,204400,1004
53211,55079,80300,3003
53154,55079,160100,4020
53018,55133,203703,1066
53217,55079,35100,3004
53092,55089,660304,1033
29461,,,
53132,55079,150100,4006
53129,55079,140100,1012
53090,55131,420106,1010
53221,55079,21700,2020
53132,55079,150303,1018
53029,55133,203500,3025
53219,55079,19300,1001
53150,55133,201703,3011
53402,55101,1502,3013
53132,55079,150303,2022
53188,55133,203702,4020
53235,55079,185100,1007
53205,55079,185900,1004
53151,55133,201503,1020
53029,55133,203405,1025
53221,55079,120502,2011
53217,55079,35200,3002
53220,55079,120300,1049
53560,55025,13100,3065
53132,55079,150304,2001
53704,55025,2301,1014
53150,55133,201900,1000
53217,55079,70300,1003
53224,55079,304,2020
53005,55133,201102,3000
53146,55133,201600,3002
53129,55079,140201,2002
53235,55079,185100,1007
53045,55133,200804,3006
53217,55079,70100,5005
53098,55027,961600,3102
53098,55027,962000,3012
53223,55079,50101,4007
53132,55079,150304,2004
53066,55133,204100,3038
53132,55079,150301,3015
53402,55101,1502,3013
53183,55133,204004,2029
53207,55079,20800,2001
53129,55079,140201,2002
53223,55079,50102,5006
53219,55079,101600,2001
53129,55079,140202,2013
53503,55049,950100,1053
53913,55111,401,2074
53221,55079,21800,1004
54901,55139,100,3014
53402,55101,1504,1011
53562,55025,10901,1101
53549,55055,101100,3021
54901,55139,100,3014
53574,55045,960200,1020
53085,55117,10602,2015
53098,55027,961700,2038
54904,55139,1803,3007
53532,55025,13200,3018
53719,55025,10800,5051
54481,55097,960800,3013
54901,55139,100,3014
53219,55079,101600,3008
54720,55035,400,1046
53190,55055,101600,1068
54944,55087,12700,2017
54020,55095,960800,1006
53913,55111,100,2077
54904,55139,2300,3079
54901,55139,100,3014
54901,55139,800,1009
54720,55035,400,1046
53719,55025,10702,1005
54720,55035,400,1046
53140,55059,300,1020
54915,55087,10700,3011
53719,55025,10702,1005
54914,55139,2400,2007
53913,55111,402,1003
54165,55087,12901,2006
53813,55043,960500,1090
53090,55131,400104,2002
53719,55025,10702,1005
53061,55015,20600,4041
53140,55059,300,1020
53588,55111,800,1038
53147,55127,1602,3019
54929,55135,101100,4027
53208,55079,12500,2019
53209,55079,2100,2005
53215,55079,16100,3008
53219,55079,101500,4007
53154,55079,160100,2007
53216,55079,3600,2007
53205,55079,186200,2007
53218,55079,3100,3007
53224,55079,304,1008
53223,55079,600,2005
53154,55079,160203,2019
53213,55079,90900,2001
53216,55079,4800,1004
53224,55079,102,2021
53225,55079,1400,2000
53154,55079,160203,2019
53218,55079,1500,1012
53224,55079,202,3006
53213,55079,12600,2007
53210,55079,5000,2002
53217,55079,70200,5000
53225,55079,1700,5005
53212,55079,7100,2001
53218,55079,3000,4021
53207,55079,18300,1000
53215,55079,18800,2001
53210,55079,5000,2002
53207,55079,18200,1006
53217,55079,35200,1004
53207,55079,20700,5007
53210,55079,5000,2002
53210,55079,5000,2002
53218,55079,1700,1005
53205,55079,14100,1004
53220,55079,19700,3011
53210,55079,5000,2002
53210,55079,5000,2002
53214,55079,12700,1021
53207,55079,20800,2003
53218,55079,1300,2009
53218,55079,3000,4021
53210,55079,5000,2002
53216,55079,6300,3002
53204,55079,16400,4004
53212,55079,10600,2009
53223,55079,600,4001
53211,55079,7700,2008
53207,55079,18300,1000
53215,55079,17400,2000
53211,55079,7700,2012
53218,55079,600,1007
53218,55079,3300,2006
53154,55079,160203,2005
53207,55079,20800,4007
53223,55079,50102,1007
53212,55079,7100,2001
53202,55079,14400,2001
53212,55079,10700,1005
53225,55079,501,2015
53218,55079,3300,1003
53212,55079,11400,1002
53203,55079,186300,2023
53215,55079,17400,2000
53218,55079,600,1007
53154,55079,160202,1009
53110,55079,180200,1005
53211,55079,7500,1002
53227,55079,19400,2001
53118,55133,204003,3048
53110,55079,180100,3024
53024,55089,640100,4005
53005,55133,200700,2008
53188,55133,203102,6033
53220,55079,19900,1005
53051,55133,200400,2014
53202,55079,11000,1003
53151,55133,201505,2017
53098,55027,961900,2021
53151,55133,201503,1015
